"date","seeder_proportion","location"
2020-01-28,0,"Andorra"
2020-01-29,0,"Andorra"
2020-01-30,0,"Andorra"
2020-01-31,0,"Andorra"
2020-02-01,0,"Andorra"
2020-02-02,0,"Andorra"
2020-02-03,0,"Andorra"
2020-02-04,0,"Andorra"
2020-02-05,0,"Andorra"
2020-02-06,0,"Andorra"
2020-02-07,0,"Andorra"
2020-02-08,0,"Andorra"
2020-02-09,0,"Andorra"
2020-02-10,0,"Andorra"
2020-02-11,0,"Andorra"
2020-02-12,0,"Andorra"
2020-02-13,0,"Andorra"
2020-02-14,0,"Andorra"
2020-02-15,0,"Andorra"
2020-02-16,0,"Andorra"
2020-02-17,0,"Andorra"
2020-02-18,0,"Andorra"
2020-02-19,0,"Andorra"
2020-02-20,0,"Andorra"
2020-02-21,0,"Andorra"
2020-02-22,0,"Andorra"
2020-02-23,0,"Andorra"
2020-02-24,0,"Andorra"
2020-02-25,0,"Andorra"
2020-02-26,0,"Andorra"
2020-02-27,0,"Andorra"
2020-02-28,0.00160286871497247,"Andorra"
2020-02-29,0.00160286871497247,"Andorra"
2020-03-01,0.00160286871497247,"Andorra"
2020-03-02,0.00160286871497247,"Andorra"
2020-03-03,0.00480860614491741,"Andorra"
2020-03-04,0.00480860614491741,"Andorra"
2020-03-05,0.00370262673158641,"Andorra"
2020-03-06,0.00851123287650382,"Andorra"
2020-03-07,0.0117169703064488,"Andorra"
2020-03-08,0.0181284451663386,"Andorra"
2020-03-09,0.0191222237696216,"Andorra"
2020-03-10,0.0202282031829526,"Andorra"
2020-03-11,0.0218310718979251,"Andorra"
2020-03-12,0.0201160023729045,"Andorra"
2020-03-13,0.019506912261215,"Andorra"
2020-03-14,0.0188978221495254,"Andorra"
2020-03-15,0.0182887320378359,"Andorra"
2020-03-16,0.0187856213394774,"Andorra"
2020-03-17,0.0193947114511669,"Andorra"
2020-03-18,0.0188978221495254,"Andorra"
2020-03-19,0.0158042855296286,"Andorra"
2020-03-20,0.01630117483127,"Andorra"
2020-03-21,0.0146983061162976,"Andorra"
2020-03-22,0.01630117483127,"Andorra"
2020-03-23,0.0167980641329115,"Andorra"
2020-03-24,0.015195195417939,"Andorra"
2020-03-25,0.0169102649429596,"Andorra"
2020-03-26,0.0130954374013251,"Andorra"
2020-03-27,0.0142014168146561,"Andorra"
2020-03-28,0.0125985480996836,"Andorra"
2020-03-29,0.00988969997138015,"Andorra"
2020-03-30,0.00988969997138015,"Andorra"
2020-03-31,0.00618707323979374,"Andorra"
2020-04-01,0.0109956793847112,"Andorra"
2020-04-02,0.00889592136809722,"Andorra"
2020-04-03,0.00679616335148328,"Andorra"
2020-04-04,0.00679616335148328,"Andorra"
2020-04-05,0.00740525346317282,"Andorra"
2020-04-06,0.00900812217814529,"Andorra"
2020-04-07,0.00519329463651081,"Andorra"
2020-04-08,0.00629927404984181,"Andorra"
2020-04-09,0.00790214276481428,"Andorra"
2020-04-10,0.00950501147978675,"Andorra"
2020-04-11,0.00839903206645575,"Andorra"
2020-04-12,0.00740525346317282,"Andorra"
2020-04-13,0.00740525346317282,"Andorra"
2020-04-14,0.00790214276481428,"Andorra"
2020-04-15,0.00679616335148328,"Andorra"
2020-04-16,0.00679616335148328,"Andorra"
2020-04-17,0.00629927404984181,"Andorra"
