"date","num_infs","location"
2020-02-17,0,"Andorra"
2020-02-18,0,"Andorra"
2020-02-19,0,"Andorra"
2020-02-20,0,"Andorra"
2020-02-21,0,"Andorra"
2020-02-22,0,"Andorra"
2020-02-23,0,"Andorra"
2020-02-24,0,"Andorra"
2020-02-25,0,"Andorra"
2020-02-26,0,"Andorra"
2020-02-27,0,"Andorra"
2020-02-28,100,"Andorra"
2020-02-29,0,"Andorra"
2020-03-01,0,"Andorra"
2020-03-02,0,"Andorra"
2020-03-03,200,"Andorra"
2020-03-04,0,"Andorra"
2020-03-05,0,"Andorra"
2020-03-06,300,"Andorra"
2020-03-07,200,"Andorra"
2020-03-08,400,"Andorra"
2020-03-09,200,"Andorra"
2020-03-10,100,"Andorra"
2020-03-11,100,"Andorra"
2020-03-12,100,"Andorra"
2020-03-13,100,"Andorra"
2020-03-14,300,"Andorra"
2020-03-15,100,"Andorra"
2020-03-16,100,"Andorra"
2020-03-17,200,"Andorra"
2020-03-18,100,"Andorra"
2020-03-19,0,"Andorra"
2020-03-20,300,"Andorra"
2020-03-21,0,"Andorra"
2020-03-22,200,"Andorra"
2020-03-23,200,"Andorra"
2020-03-24,0,"Andorra"
2020-03-25,200,"Andorra"
2020-03-26,0,"Andorra"
2020-03-27,100,"Andorra"
2020-03-28,100,"Andorra"
2020-03-29,0,"Andorra"
2020-03-30,0,"Andorra"
2020-03-31,0,"Andorra"
2020-04-01,300,"Andorra"
2020-04-02,0,"Andorra"
2020-04-03,0,"Andorra"
2020-04-04,0,"Andorra"
2020-04-05,100,"Andorra"
2020-04-06,100,"Andorra"
2020-04-07,0,"Andorra"
2020-04-08,100,"Andorra"
2020-04-09,100,"Andorra"
2020-04-10,100,"Andorra"
2020-04-11,0,"Andorra"
2020-04-12,100,"Andorra"
2020-04-13,0,"Andorra"
2020-04-14,100,"Andorra"
2020-04-15,0,"Andorra"
2020-04-16,100,"Andorra"
2020-04-17,0,"Andorra"
2020-04-18,0,"Andorra"
2020-04-19,0,"Andorra"
2020-04-20,100,"Andorra"
2020-04-21,0,"Andorra"
2020-04-22,0,"Andorra"
2020-04-23,200,"Andorra"
2020-04-24,0,"Andorra"
2020-04-25,0,"Andorra"
2020-04-26,0,"Andorra"
2020-04-27,0,"Andorra"
2020-04-28,0,"Andorra"
2020-04-29,0,"Andorra"
2020-04-30,0,"Andorra"
2020-05-01,0,"Andorra"
2020-05-02,0,"Andorra"
2020-05-03,0,"Andorra"
2020-05-04,0,"Andorra"
2020-05-05,0,"Andorra"
2020-05-06,0,"Andorra"
2020-05-07,0,"Andorra"
2020-05-08,0,"Andorra"
2020-05-09,0,"Andorra"
2020-05-10,0,"Andorra"
2020-05-11,0,"Andorra"
2020-05-12,0,"Andorra"
2020-05-13,0,"Andorra"
2020-05-14,0,"Andorra"
2020-05-15,0,"Andorra"
2020-05-16,0,"Andorra"
2020-05-17,0,"Andorra"
2020-05-18,0,"Andorra"
2020-05-19,0,"Andorra"
2020-05-20,0,"Andorra"
2020-05-21,0,"Andorra"
2020-05-22,0,"Andorra"
2020-05-23,0,"Andorra"
2020-05-24,100,"Andorra"
2020-05-25,0,"Andorra"
2020-05-26,0,"Andorra"
2020-05-27,0,"Andorra"
2020-05-28,0,"Andorra"
2020-05-29,0,"Andorra"
2020-05-30,0,"Andorra"
